x,y,t
3.752820318521389087e+00,-1.086392735534662535e+00,6.085094288758202907e+00
3.366089078349720154e+00,-5.422272634510680867e-01,6.509872131308505061e+00
6.765525133762362309e+00,1.730597766749575328e+00,3.084653501685415300e+00
7.687863468298385961e+00,4.557119085485168419e-01,2.571230854369717100e+00
6.250261852719479982e+00,-1.891240989693219632e+00,2.608362879127532175e+00
6.157639248621975092e+00,3.534222987043400543e-01,2.313231832920420672e+00
5.564264795756816540e+00,-1.291985505491560549e+00,1.435598450917481728e+00
5.489643465558754265e+00,1.415898571357225855e-01,1.111737277938277479e+00
7.167484326526810001e+00,-6.368000562075115667e-01,6.673906755086929543e+00
7.602801455006586551e+00,-1.175670264343158244e+00,5.834215800149186393e+00
1.118120889591384559e+00,-5.631526951035450423e-01,3.818425911805934270e+00
7.606690103408489279e+00,-1.188142234231267746e+00,2.931316651360712733e+00
3.233042297851413505e+00,-1.903071909828141006e+00,4.000328223450088316e+00
6.185578093232548369e+00,-6.717783401030139601e-01,4.063695961079288210e+00
1.963533315185241879e+00,-6.552469135057394922e-01,4.900101467719913728e+00
7.111551621251376076e+00,1.594376565478394348e+00,5.748080807928028779e-01
4.580926683239009201e+00,2.327586111530228763e-01,2.755878281804890584e+00
3.129228295590211317e+00,-1.578372723494644969e+00,3.780685090812459848e+00
3.525962590311825906e+00,-8.516359635463945921e-01,8.744672207445923773e-01
7.819109496991138997e+00,1.018762738336849161e+00,4.018631440267173893e+00
5.224588702150128938e+00,-9.262291108270339635e-01,5.963166281073950969e+00
7.358786798219711933e+00,-1.828257210345824113e+00,3.494607936765520506e+00
6.566046363169799172e+00,-1.654971090397722389e+00,5.850236130264546475e+00
6.346547041426320312e+00,-1.347510430826754479e+00,2.610867870757307418e+00
3.117020808446904656e+00,1.620221709398756538e+00,6.565059177765220966e+00
5.338758381073778203e+00,-7.905630620323411684e-01,5.387044369720079828e+00
2.076062600213419707e+00,1.753782785008306533e-02,5.743606067844480023e+00
2.856511728988308185e+00,-8.205108848452145054e-01,1.889253419348462470e+00
3.342184411104455410e+00,-6.418617412702918301e-01,5.199166953707492489e+00
1.214302264090328265e+00,8.860049378460517211e-01,2.501607677792856421e+00
3.100647746491675960e+00,1.890736396089325311e-01,2.507646168587045032e+00
3.572853802826100988e+00,-1.685932602587509876e-01,1.686693870981538668e+00
2.960642483820997484e+00,1.615055037484506073e+00,1.226654471833501958e+00
6.696244121241866409e+00,-1.234076356304804722e+00,5.096821869333147959e+00
5.453107077255111790e+00,1.653878091951429319e+00,6.795229786283667472e+00
1.471375873634917619e+00,-1.278470873623054338e-01,5.898298037110363268e+00
3.237244102915258104e+00,4.483290627041309762e-01,4.966978797507926480e+00
5.829719352832568369e+00,-1.885266700028725761e+00,6.465762240320187537e-01
5.190817086347705889e+00,-3.473553232436832339e-01,6.390756778260106019e-01
2.472503053179785582e+00,-1.761202934076944171e+00,4.988228297164070568e+00
7.783247576736587625e+00,9.522984748704774738e-01,1.107670968954890700e+00
6.873399193626562820e+00,-1.035777526604821031e+00,1.628166636855804317e+00
1.970757230455292719e+00,2.417258648007258870e-02,6.970138987193035263e+00
4.917401341131147241e+00,-3.832337253384068276e-01,4.327493015675663024e-01
2.939543665530118588e+00,9.719911724785759155e-01,4.899044580945409955e+00
5.892200987855862770e+00,-1.633889244761770332e+00,5.985064385990442659e+00
3.084475314929285616e+00,4.836743325541714711e-02,6.989264737764725233e+00
7.594124479166459274e+00,1.003260631914172585e+00,5.934935192531431092e+00
1.748631228414146310e+00,1.414435447166128235e+00,6.102593874880088087e+00
6.981849931458467218e+00,-4.784509298979737757e-01,3.636293075947628850e+00
5.832323838461975996e+00,1.859637627638620838e+00,5.818498267338993557e+00
1.568866313749480046e+00,-1.620559161507943546e+00,4.748979460824212850e+00
1.881864504301838714e+00,6.783626189902509651e-01,4.375256277719246079e-01
1.994109093787969744e+00,1.093086395747698614e+00,4.708996287591801888e+00
4.158228064124067203e+00,1.016956512032341831e+00,4.409485123493630532e-01
6.999656850985274126e+00,1.769537864705971852e+00,5.776089617692083955e+00
7.114599122249377849e+00,1.663810377431458321e-01,1.297947370297437786e+00
6.826458573028435062e+00,1.256262752222759183e+00,4.513539239324331653e+00
3.850775965415968116e+00,1.866925200407724361e+00,3.141360395010385886e+00
2.228218027898296594e+00,-4.907987079496733962e-01,3.532357667495641174e+00
4.330737737465594428e+00,1.924309206728720412e-01,6.544805574405788695e-01
5.625819288114592531e+00,-8.488101339303000259e-02,6.765621822575723643e-01
6.198453439946462140e+00,2.273926835757071885e-01,4.259268546123787580e+00
3.608584218364897289e+00,-1.940899800005496445e+00,3.070527103309463435e+00
7.372524328018267958e+00,8.969404780016398959e-01,2.304248306284810255e+00
3.700104260782406840e+00,-1.641477040521786002e-01,5.547380733362144767e+00
2.607158658093313708e+00,1.432603156622496599e+00,4.982601333980547942e+00
4.811180327000262658e+00,1.425838805837655876e+00,4.115802873651225324e-01
1.922140402779170643e+00,-1.762768123628479344e+00,5.976757885562850703e+00
1.821713211048651582e+00,7.942439762723467744e-01,1.226805602854399213e+00
3.901409531914989959e+00,-1.335228204494010029e-01,3.015089137521955731e+00
5.306773975712721025e+00,-7.917120719337633616e-02,5.226510785700710926e+00
7.191698169444738831e+00,-1.573448800650364188e+00,6.260420037703190665e+00
2.578799136080233367e+00,-1.156002575509817998e+00,3.283593255124681143e+00
7.062525148008426790e+00,-3.559628340437082095e-01,2.094298882138075912e-01
7.157180721675230117e+00,-5.604783890935687296e-01,3.587541082635196332e+00
1.334762242354907924e+00,-1.159614114477667712e+00,3.619413212914754929e+00
4.749278585545462228e+00,3.588820048980592148e-01,2.013993404653061647e-01
6.338763414462508905e+00,1.035210441017636374e+00,3.785022718438764588e+00
1.120991369751771494e+00,1.119061315791081590e+00,1.667002883090905829e+00
2.574704280341138851e+00,-1.038152954752572299e+00,1.706535285229112908e+00
3.156023732692182282e+00,1.906464302385553644e+00,1.717878467961770461e+00
5.033127996690872408e+00,-1.507984031543543768e+00,6.986625172504408177e+00
2.367078916029652813e+00,-6.809470269894553063e-01,3.543174742900348395e+00
6.798957320264269910e+00,1.116783761933404673e+00,1.929338904136167487e+00
4.036133159089099642e+00,-1.560319031313924576e+00,1.593944624041444103e+00
3.979001973174777884e+00,1.094744968473694513e+00,2.636215462394207343e+00
2.216608217225702671e+00,2.673381061575375028e-02,1.563492226079089775e+00
6.516435380737042316e+00,-1.615820425415792627e-01,4.203349176406243615e+00
5.093323883639795824e+00,-7.542090059029069593e-01,5.709520402284866236e+00
6.188018746965959771e+00,-1.882511725006625891e+00,4.128202224240505203e+00
4.835783102280553081e+00,-1.234396124954308060e+00,2.568382517489387062e+00
1.097545677380678431e+00,7.758452231958439249e-01,1.607573644920575751e-01
5.903675400386045879e+00,9.879017568882257905e-01,9.804943594839367060e-01
1.465106835289633702e+00,-1.135213096763892260e+00,1.643521920363228084e+00
3.234525703224322868e+00,9.773276141915951953e-01,2.117415797939314448e+00
3.155461804386653135e+00,3.352555159899246462e-01,6.577703335580925348e+00
5.024272465840179613e+00,-5.213014194186449402e-01,1.185295201451829428e+00
2.432690413484794867e+00,1.669972749395010503e+00,3.512349343176051963e+00
2.476829399652400898e+00,1.344034327225847925e+00,3.110295788429177311e+00
3.226348183175883122e+00,1.803581952959362411e+00,2.846702987683406016e-01
4.623512442956575264e+00,6.319095435534003435e-01,6.994635040660265979e+00
1.726811703486275551e+00,-5.932228684087927917e-01,1.839588714947853365e+00
3.604158574035926321e+00,6.453155969982846685e-01,3.689963536985605419e+00
2.323790412921661996e+00,-1.468361775842213834e+00,2.609330232312886189e+00
3.263236370041439738e+00,1.292364083799641961e-01,8.140379315294627993e-01
6.751507346733276016e+00,1.488420148805058130e+00,5.259486131738647430e+00
6.189634084986757045e+00,1.466202173855681856e-01,6.436653236259846089e-01
6.318355301378824507e+00,1.929052685874586892e+00,5.376637488966512279e+00
7.433340230463645781e+00,-8.508216410706168631e-01,5.552024942873575064e+00
7.783861001963319204e+00,1.262974122943807398e+00,4.804407451182229671e+00
2.731846459780039815e+00,-1.876651351965845649e+00,1.858974413834869832e+00
3.179952150497037611e+00,-5.222607035949944354e-01,3.336557804477931377e+00
6.515574989821978136e+00,-1.600741281042478370e+00,1.267041263348009927e-01
2.960545096374942009e+00,-1.124946653435958677e+00,4.720166536041942251e+00
1.136505560686172034e+00,-4.994141511766971853e-01,5.953167236378915206e+00
1.140974840849920291e+00,-3.413273036883057721e-01,2.949573431058355233e+00
4.047104600877339919e+00,-8.845161669550360983e-01,2.320829321280984292e+00
2.059884063580959435e+00,-1.957675729729757563e-01,3.070622019259667823e+00
6.385918263601450207e+00,-1.455604172042342714e+00,4.437817771311867610e+00
5.077402292890345059e+00,-8.937610246971416927e-02,4.499020862527094877e+00
6.645183911996183745e+00,-3.598650753485688192e-01,1.681664586989783050e+00
7.117772647408587616e+00,-1.355188923625927799e+00,7.350368968158871308e-02
5.897584214113797962e+00,4.539118833398978481e-01,3.566252663372439624e+00
2.369318016575279628e+00,8.363746003852527977e-01,3.455354170467750397e-02
1.785945991836268565e+00,-3.611729133408294601e-01,5.795239999298708256e+00
4.967510756488007218e+00,1.694576169452535197e-01,2.929230348838528286e+00
6.672123118713529699e+00,-6.504745056785514734e-01,3.967508573932147620e+00
1.401342648770218968e+00,-1.397305713606125988e+00,9.383185370972926265e-01
6.534395462498246765e+00,1.091900317828821354e+00,6.204034498143621512e+00
6.094779933008393158e+00,8.080113127768044912e-01,3.236851925685205522e+00
5.645752162619188219e+00,2.025321228277139340e-01,2.540328549970395144e+00
1.615562339450318241e+00,6.623983397476065349e-01,1.174971358747148198e+00
3.284460219341307496e+00,-6.420961047228779250e-03,6.799180700618064677e+00
5.551612055559731473e+00,1.169164554586154647e+00,6.554998012029646937e-01
6.722136000413984291e+00,1.217847603730952688e+00,4.554760892945457940e+00
2.414689603484618363e+00,6.607337241220303525e-01,1.635578088283394793e-01
6.421929435146663145e+00,7.017916564104798027e-02,1.214120675364680046e+00
1.687802803470793034e+00,1.668992177139871469e+00,1.933146082119203690e+00
7.144600884097471294e+00,-6.523531148353587383e-01,3.887980157694933325e+00
5.013946537906443623e+00,1.520073261501630579e+00,4.494477305560972802e+00
7.264002165252449572e+00,6.509965503245607188e-01,6.947097992324768434e+00
4.274806619220729687e+00,1.551382815337126075e+00,2.077587041457960915e+00
6.187542988229917107e+00,5.610029686824140605e-01,2.338283141126978881e-01
3.377653825981412172e+00,1.321771076509405507e+00,6.133026164805092328e+00
1.677883394528679517e+00,-1.462031467829796760e+00,6.988032210968006197e+00
3.298748065543366970e+00,-8.197633588724220211e-01,6.287091223188379097e+00
5.897886603189347987e+00,-8.113747303848266590e-01,6.402009885629483144e+00
5.695578142707093505e+00,-1.649162678271465676e+00,6.813813102930080134e+00
2.142015550184985795e+00,-7.714661090902992235e-01,6.657711144010947990e+00
5.679839341895444704e+00,-1.440613984021875460e+00,4.035699332757813451e+00
1.889031180191622639e+00,-1.250269954244225268e+00,4.442563006904901357e+00
7.050101706007793290e+00,-1.257412491169907387e+00,9.192945014652431635e-01
4.202438461779955503e+00,1.287418273397210378e+00,4.109937129266249656e+00
1.897696820914506644e+00,1.225208354017388146e+00,2.140110763945537009e+00
5.783303242446235615e+00,-1.383178781748215513e-01,6.591480635570234892e-02
2.466778453574220986e+00,-1.222971568270756482e+00,6.884755308514729499e+00
1.916210137843275207e+00,7.406801424899405184e-01,4.179902405812632615e+00
3.410704162755819890e+00,1.343098429269240501e+00,4.065194927334690789e+00
1.018004619191884119e+00,-1.247689463897751594e+00,4.466037442381514566e+00
5.301659461195904477e+00,9.452505073454453566e-01,3.296479460201430456e+00
6.632939550709165744e+00,1.097450951406555131e+00,4.263205513146993475e+00
6.450766387385566958e+00,-2.884012781391112057e-01,1.762919245263760093e+00
2.134886836418230960e+00,3.278288175375863034e-01,7.200789581734271527e-01
6.476024827101069192e+00,3.946436926906202736e-01,6.401081295450498310e+00
4.863137741585753737e+00,-6.865871222502848426e-01,2.192065225567595421e-01
7.001342470352673431e+00,1.468460126370822572e+00,3.371740736356811929e+00
1.330456903411340486e+00,-1.606713099886103002e+00,2.746896231218845852e+00
6.544359300601142237e+00,-4.656608900694170217e-02,5.808530601062886767e+00
1.308293490839731898e+00,1.649774251533512981e+00,6.916545542479375364e+00
5.337846458035863328e+00,-5.687371169419557226e-01,2.608513277575000178e+00
6.022195160017512983e+00,-9.806842449935930794e-01,5.145516479693941214e+00
2.256069622304121225e+00,9.215821199936007346e-01,2.440711871810990807e+00
4.358769080302582033e+00,-1.959370214191094473e+00,3.009392220993928113e+00
7.676359612983062242e+00,1.824168433728244221e+00,5.092852367530128710e+00
1.545335775049482496e+00,1.689627387638569456e+00,7.141964771628662723e-01
5.645775787242634181e+00,1.041959418885130439e+00,4.025043149024043032e+00
4.108864048093590071e+00,-1.971605844513117489e+00,5.435829585225635086e+00
2.138043739457951009e+00,-1.240569617022220683e+00,4.957198726790148058e+00
7.872705360638924788e+00,-1.824656925773618266e+00,4.679782290140300560e+00
2.477307081227392516e+00,3.704403409426428873e-01,6.410666704711273312e+00
2.362473684822117281e+00,-1.780759941803355950e+00,1.059179719773892581e+00
1.824212606042224571e+00,1.336564588984257895e+00,5.367180897905756254e+00
3.835581005359361750e+00,5.846063215309835748e-01,2.872726871888477085e+00
3.754813741677067274e+00,-1.008001613026641596e+00,7.924396446504368141e-01
1.096983511178685422e+00,-5.637286714671452259e-02,1.037770548373194268e+00
1.710115612396856832e+00,-1.939730146077848438e+00,3.567931019417562855e+00
6.540802646723029135e+00,4.380639221305537845e-01,6.189656684063661984e+00
3.281147669468754913e+00,-1.796059253467120698e+00,3.146124923109725025e+00
1.961299989984174541e+00,-1.624814039128598342e+00,5.466993686761622229e+00
5.186448141075831408e+00,1.453277003771471509e+00,8.467614387763067185e-02
4.027566797542705856e+00,-1.120969542465263924e+00,2.133909496428374908e+00
3.489743445267078581e+00,7.646718228934039630e-01,1.067952989412225495e+00
4.201152780868341985e+00,2.235440947243962917e-01,2.375109683947761674e+00
3.031955059648980377e+00,1.597166917099885453e+00,6.262004392458770496e+00
6.807532140614009464e+00,-1.810363719564316298e-01,6.677373715560961820e+00
2.130376832485264327e+00,1.478480565020499071e+00,1.785026355642567397e+00
6.551097259392299144e+00,-6.162189325304754384e-01,5.607205607753402710e+00
4.397752745701998478e+00,1.732369544176035170e+00,6.218909260232174496e+00
3.083441282527756400e+00,-1.528254673365081473e-02,2.083007294877059934e+00
1.425144982123786486e+00,-7.642271578895658557e-01,5.839601790473538223e+00
7.617254475260144098e+00,8.659504841298097944e-01,4.299468258471127236e+00
3.545627980852371852e+00,9.530650999677083846e-01,6.406078308173684732e+00
4.365607422943451610e+00,1.598635728846883985e+00,2.932746799771307700e+00
3.515600448089727159e+00,1.074190230449312278e+00,4.481939633434418369e+00
6.621950314412926808e+00,-1.323045802997568909e+00,1.356807235037111647e+00
6.670291999061797483e+00,3.937544957163918724e-02,2.382285928510314399e+00
2.265724278977004236e+00,1.772199628073110489e+00,3.056706205463628923e+00
3.713914460661281947e+00,-1.717889057003834097e-01,3.779869084993712214e-01
6.811980086934303458e+00,-2.174450193199342074e-01,5.246609155070442121e+00
1.170121232330072480e+00,1.948811384505821920e-01,4.596084673958809041e+00
3.578516636894030434e+00,3.691026740270775264e-02,4.913589479979291852e+00
5.741320920936594518e+00,-1.088820579344762063e+00,6.487017392984160580e+00
5.880984196345431236e+00,3.944886029784324677e-01,2.176140863728451835e-01
1.768017146995503053e+00,-2.020733421403533292e-01,4.919742478212116410e+00
3.230848715106611202e+00,-7.890194817790088244e-01,2.022730958628355502e+00
6.082452221393401359e+00,7.689728621972644618e-01,2.498296706290850544e+00
3.587018104684585040e+00,-4.632601609868958192e-01,3.265978844817558180e+00
2.640119213470696113e+00,1.536245982895986018e+00,1.284964150741431776e+00
3.936239186958213843e+00,-7.323712773132631249e-01,5.918151876122665911e+00
3.117231692335999949e+00,1.463598945714083222e+00,3.846711325863248820e+00
3.601654769163562086e+00,9.147582277670336381e-01,3.412241614228015862e+00
1.077046944116570426e+00,1.279167548208501870e-01,1.339411022004445506e+00
6.148043324063468873e+00,5.847599694542520155e-01,1.638529040996825170e+00
6.664779555566038738e+00,-8.199387465115473006e-01,5.609908938469824413e+00
4.333361987248996350e+00,1.804864711957080203e+00,8.556428888601892435e-01
4.732625001680618837e+00,-1.316876651069454063e-01,6.908168376491280682e+00
4.634002001623109379e+00,-1.908782310609281385e+00,6.759760251778031304e+00
4.541952329460810844e+00,-1.945528447772983949e+00,1.864029637560049579e+00
2.035927110018340258e+00,1.947072479036735082e+00,6.379566691136015599e+00
4.067413590970517134e+00,9.965277927451676732e-01,6.157658333573735376e+00
5.948615180477280440e+00,-1.953688120690957764e+00,3.978846448587330720e+00
7.589666875639287547e+00,-8.432076226148086384e-01,3.922289057977249360e+00
2.548160791738069086e+00,1.702296264460261277e+00,3.747295768290906270e+00
4.875313692720084191e+00,-8.248383582264651182e-02,2.005199899567469135e+00
4.109088850095840684e+00,-3.889406617994950466e-02,6.501200782117223298e+00
5.460199622642609718e+00,9.303359333691689770e-01,5.588767500847054315e+00
2.316444087600213031e+00,1.356912397758182731e+00,1.950625378638341179e+00
6.538366700907869422e+00,8.465685880629343352e-01,5.823353182574407150e+00
1.540492054578028291e+00,-8.479283212162811445e-01,2.469937535169788312e+00
4.985834552513905393e+00,-2.000743466553336347e-01,3.348639760074598293e+00
2.504418888152554423e+00,-1.686291530723210474e+00,2.864759257924165414e+00
7.299981474720932617e+00,-5.876634302184631231e-01,2.051661822721784212e-02
7.013589492396931746e+00,-1.707709703912668964e+00,4.306399670083726150e+00
1.765850061457300280e+00,4.057754587619655240e-02,5.311497411574081617e+00
3.845613952229074428e+00,-9.012974545004346361e-01,6.725639067709984431e+00
6.216182446649529680e+00,-7.483689622058808943e-01,5.869571049189202583e+00
1.211780984554513330e+00,-1.887710104382462006e+00,3.053394358604369918e-01
2.233189891959833862e+00,-1.483303379310048076e+00,4.730209963582786337e+00
7.448784096133717725e+00,1.903785852684669599e-01,2.480344248385396355e+00
1.678441210088862157e+00,1.700384530076931799e+00,1.644312273062330965e+00
7.471345880882213741e+00,1.272162105238301422e-01,6.575122181359722262e+00
2.214436380106483693e+00,-9.959047647821708260e-01,8.504447214121353404e-01
1.682294675618865920e+00,-1.539114346993026405e+00,2.879149170388665802e+00
6.626966274835956128e+00,-1.850434970103753685e-01,1.965073113799215232e+00
5.172731225532373855e+00,1.420973879750345059e+00,4.498133099963859571e+00
6.741521822171924860e+00,2.797560018574141161e-01,5.605532579098161605e+00
7.578411333870250566e+00,-9.577654595555857853e-01,1.013564908265774278e+00
2.887557983891470226e+00,-3.260768709173085256e-01,4.302653465571856017e+00
3.894653511145352631e+00,-1.174132124504076558e+00,6.632442736754715629e-01
1.176241249631801988e+00,1.705747367740551468e+00,1.344502751338564117e+00
3.650507567060596426e+00,1.151598839388675799e+00,3.494107035011706941e+00
3.304316648304565618e+00,-2.103195581402288461e-01,2.838906945278616867e+00
1.023331282172150747e+00,-9.700548590598070398e-01,2.985972546013826445e+00
3.858936572119404218e+00,1.182244497322638033e+00,6.229226156988558749e+00
6.617400987747060981e+00,-1.685579165083479047e+00,4.194063895694780442e+00
3.916011874421115202e+00,1.669316235640805335e+00,4.197297702819387410e+00
1.466436288368818008e+00,1.523485910744221794e+00,4.356752174070040340e+00
2.219072044882845596e+00,-1.282450699702455399e+00,6.755053195546895317e+00
5.281350691286332832e+00,-4.171385451450917436e-01,6.283628637604891765e+00
5.235171711400404604e+00,-9.959778571335129449e-01,1.133441381816971294e+00
7.986750590096744595e+00,-3.770125554216008368e-02,6.178775616649800462e+00
3.569841228056329197e+00,-1.735386231820137404e-01,1.330405202647128249e+00
2.803825486078108220e+00,1.111419661512715429e+00,4.694402975550532986e+00
3.272762757407225109e+00,-1.278831462607565417e+00,5.699324869377015546e+00
4.541693966898378676e+00,-6.717345844660758125e-01,3.547400651817737671e+00
7.980425356762656186e+00,1.577096653182618269e+00,6.286643131654027883e+00
3.132685137407598575e+00,-1.579990425982411573e+00,6.976984873519303854e+00
2.403926838432996149e+00,-2.656305894751396224e-01,2.760551873626722941e+00
5.096394022556427927e+00,1.464061724078761006e+00,6.299294144129634176e+00
6.164201619216279404e+00,-6.241129609996707295e-01,5.683943470933963127e+00
4.416042653694571385e+00,-1.100043475899405543e+00,4.158181979461311073e+00
1.139038815059952192e+00,-8.712594068863794838e-01,5.176318398960547462e+00
4.495423754007020989e+00,6.522076847574980185e-01,2.918710772282363530e-01
1.874605366190785549e+00,-6.594476634281742911e-01,6.938891375045925791e+00
2.199650993531843568e+00,1.879917037600433272e+00,3.867292018229012029e+00
4.475263279178960829e+00,2.875896202141041691e-01,5.642537800821163518e-01
6.718978873123572448e+00,-2.291453483749776865e-01,1.525499777156631875e+00
6.034122898121148992e+00,1.377154096894187330e+00,2.588264492928495031e+00
2.528693882831782425e+00,-1.172498209312883954e+00,8.677043057223203792e-01
2.751509530509216095e+00,-1.872581719104644105e+00,2.452024778625440327e+00
7.785559739963980874e+00,-1.820110978128050228e+00,8.396736199941666756e-01
7.936112460982251093e+00,1.112950211624932795e+00,1.505266621261535098e+00
6.012689035162812168e+00,7.541851315698497871e-01,4.757559179071985334e+00
6.739036932069565111e+00,-1.254038277859189421e+00,7.766524166862454059e-02
4.886880351195083350e+00,9.683719660719356526e-01,4.774051664790061267e+00
5.337406638637389733e+00,8.830266441958922741e-02,6.773782045420080777e+00
6.851866160404978423e+00,8.698370080613306854e-01,2.922821678567137038e+00
5.098981594247655735e+00,1.155456880101324746e+00,2.810386479702557061e+00
6.428061755823022416e+00,1.896972299387122529e+00,1.596724402207584381e+00
3.556235325518822155e+00,8.170299244744154699e-01,1.247224295855535292e+00
4.202700962551423558e+00,-1.388884049050885139e+00,4.511999468381290512e+00
5.039486042667000731e+00,1.511654265369907435e+00,5.498033511931224027e+00
5.290476657691126405e+00,7.937994191640460606e-01,6.106235697610235214e+00
4.301072761017693757e+00,-8.051678782104527698e-01,4.677822647816602064e+00
2.019255539937867105e+00,-1.108867319004866570e+00,4.552682427224771011e+00
6.580589056722764951e+00,-1.784691193421331867e+00,2.162026732402229978e+00
4.700832346089651281e+00,-1.813500075719560289e+00,1.014771367093195487e+00
2.616320588598570307e+00,-6.734395746924373150e-01,1.567392331498565161e+00
3.173542049485821082e+00,4.764665818528248664e-01,2.062394925027589920e+00
7.256276939777156265e+00,-7.554168811415129525e-02,4.081844613535919208e+00
3.548718112276983305e+00,-1.171402055205182702e+00,1.348473282750844993e+00
4.502190758039985141e+00,-6.444647348276597576e-01,4.630716949939847282e+00
1.257498944707173827e+00,1.895362207235003371e+00,2.650550585186563612e+00
7.145431881223850645e+00,-1.221477134339310933e+00,3.821605643559682353e+00
1.011416689137724312e+00,1.273480014478375555e+00,6.263370116778914642e+00
2.872151429988331728e+00,1.911645312720187562e+00,3.403999912417128737e+00
2.286679478775297536e+00,1.050588997521662460e+00,3.825107455451417948e+00
4.593530307489936959e+00,1.883410337475682539e+00,3.275615970919094622e+00
3.444482262155262209e+00,-7.837077975946273867e-01,8.555862340325746107e-01
