x,t,u
-0.901165633839313,0.0,0.30553221194729785
-0.32404940360285983,0.0,0.8510759817960185
0.48948035407451274,0.0,-0.9994539499312095
0.636781476473691,0.0,-0.90908590340058
0.8234950919937605,0.0,-0.5265238291578571
-0.8260494119921513,0.0,0.5196847248636096
-0.22110130386748383,0.0,0.6400860280857126
0.981612752917806,0.0,-0.05773312031553827
0.8312498160778219,0.0,-0.5056578718732165
0.07980516946651406,0.0,-0.24809699200595642
-0.8213447040381736,0.0,0.5322551505480383
0.9991516565719727,0.0,-0.002665146326110555
-0.8462896988626287,0.0,0.4643452225243106
-0.015680239750016867,0.0,0.049241005343030934
-0.9115746457156029,0.0,0.27423723928991733
-0.23647802752558467,0.0,0.6764396195877778
0.2715720557137855,0.0,-0.7533679679817697
-0.8693049679935625,0.0,0.39915086635912117
-0.6922207893613372,0.0,0.8231389246549765
0.8057433810679295,0.0,-0.5730929784534315
-0.011906813196853605,0.0,0.03739763409322978
0.8603158262222044,0.0,-0.42488131513784255
-0.3836310734176085,0.0,0.9339152275565279
0.09065536710512379,0.0,-0.280967658605238
-0.32273597673050225,0.0,0.8489022848022855
-0.8720030216555805,0.0,0.39136493123258986
0.6059467356626815,0.0,-0.9451177617078931
0.480298396828583,0.0,-0.998085152313937
-0.9368918093271563,0.0,0.19696393879346363
-0.8917764674218163,0.0,0.3334816759090313
-0.9949576063957859,0.0,0.015840484177168494
-0.6059257086934409,0.0,0.945139342824626
-0.4040426928816805,0.0,0.9549043764570986
0.3985225190574391,0.0,-0.9496119296241329
0.40047794768486344,0.0,-0.9515194382677249
0.5305506704516716,0.0,-0.99539766919534
0.1929459196949883,0.0,-0.5697137279393054
0.8945400035790132,0.0,-0.3252842876680529
-0.6267555510328429,0.0,0.9217549063890123
0.7582211351094952,0.0,-0.6886102136944982
0.5560241944493456,0.0,-0.9845510283391667
0.39176329531500476,0.0,-0.9427427806879494
-0.892864761028286,0.0,0.3302564717210262
0.6781071141171413,0.0,-0.8474993663461281
-0.6204726283589743,0.0,0.9292288677105051
0.24013789106290284,0.0,-0.6848628291112975
-0.6480065335823857,0.0,0.8938322205143521
0.2335730192616523,0.0,-0.6696900013544506
0.9381662736414031,0.0,-0.19303695525138703
0.9612746335930529,0.0,-0.12135943551702523
-0.668427678389875,0.0,0.8632459738570297
-0.6641118360540073,0.0,0.8700105845015879
0.9316867629924208,0.0,-0.2129687005965762
-0.5910991858642192,0.0,0.9593245515828368
0.8716431364201571,0.0,-0.39240511098978165
0.1010884003379342,0.0,-0.31226713911312015
0.5514615094976056,0.0,-0.9869596683625443
0.41607309900478384,0.0,-0.9654415149233685
-0.4028508815444587,0.0,0.953785986368251
-0.32522895463645707,0.0,0.8530157676769635
-0.15878354474032852,0.0,0.4784012646673379
-0.4185915511461229,0.0,0.9674732867859638
-0.7127380522485418,0.0,0.784853713731233
-0.7810112115905576,0.0,0.6349729994249507
0.2359541316821061,0.0,-0.6752265257863852
0.6577493564155079,0.0,-0.8796910370575781
-0.5961767482947988,0.0,0.95469945893136
0.7164578278442759,0.0,-0.7775586827854729
-0.3394498676076607,0.0,0.8754727607335985
-0.522418293654441,0.0,0.9975208926576076
-0.3247870275296003,0.0,0.8522903839836984
-0.7349528787302024,0.0,0.7397307168433018
0.13513176524962933,0.0,-0.41189160122024937
-0.024464903525946546,0.0,0.0767831126367529
0.9961401611531853,0.0,-0.01212574419674815
0.09888954720496379,0.0,-0.3056972741192762
0.7199325280004623,0.0,-0.7706483399334418
-0.11326588522213887,0.0,0.34837343460824804
-0.636111545019671,0.0,0.9099607055808215
0.47632235899890807,0.0,-0.9972346739153879
0.9164019596201094,0.0,-0.25962222108690663
0.5561424988416799,0.0,-0.9844858827200007
-0.57656570933752,0.0,0.9712098859571332
-0.3241367856444375,0.0,0.851220083764041
-0.3498617600075664,0.0,0.8908092749335533
0.8153720935557478,0.0,-0.5480454123990945
-0.3060456913393028,0.0,0.8200342698319728
0.186851193274578,0.0,-0.5538743068664038
-0.02427244268923423,0.0,0.07618025007512158
0.3279806985046563,0.0,-0.8574954603228593
0.3978800828259532,0.0,-0.9489774124831666
0.315060751792285,0.0,-0.8359121312038318
-0.49459893253952725,0.0,0.9998560477248233
0.30676105267247045,0.0,-0.8213184023780151
-0.37862666483799634,0.0,0.9281795786071564
-0.22004468069919336,0.0,0.637532139300178
0.9749014509101896,0.0,-0.07876773866236018
0.6748685049672001,0.0,-0.8528559377521426
-0.9739535661637608,0.0,0.0817360005365854
-0.45054245548672744,0.0,0.9879534978143933
-0.485951985175918,0.0,0.9990262910286547
-0.510841703399542,0.0,0.9994200069254506
-0.5644866772171042,0.0,0.9795485623271787
0.04512440843241694,0.0,-0.1412881626234988
0.06942196322461736,0.0,-0.2163706607012863
0.4190091871489825,0.0,-0.9678043654721417
-0.3122338074172808,0.0,0.831004715638956
-0.5864189895680796,0.0,0.9633715218689959
0.4460281618614952,0.0,-0.9856595285091796
0.8919356139955921,0.0,-0.33301028074501016
-0.019029556696558814,0.0,0.05974751086476397
0.7852999272691936,0.0,-0.6245070188794579
-0.9571113110072547,0.0,0.1343314733413091
0.34967773318163964,0.0,-0.8905464335316661
0.024614110224185692,0.0,-0.07725046702622011
0.8709837906975095,0.0,-0.39430952197881
-0.17096473768789044,0.0,0.5116478217564754
-0.7561973762746423,0.0,0.6932065262545957
0.5180783047575397,0.0,-0.9983876162462796
-0.8778197971552986,0.0,0.3744841946813961
0.9501998210760094,0.0,-0.15581440655611764
0.22049386832395856,0.0,-0.638618698847092
-0.7138483801179252,0.0,0.7826873730081201
0.20916745232282308,0.0,-0.6108382888544559
0.14990692442452613,0.0,-0.453729945087403
